Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
85380.0,-1.33788545290906,0.261692199948631,2.6465361068823303,-1.97301411011363,-0.933318029718259,-1.1238392554691499,0.27775868817116806,-0.0393856813148986,1.11122616205188,-1.6096478204473599,0.226404629323541,1.09989164424547,1.18251308328346,-0.545792293358492,1.3834353867191398,0.0856342608737728,-0.720204243907443,0.47416437612417994,-0.8592682735400741,0.0996474000126718,0.33207553519274996,1.1246207638879,-0.312252982687507,0.9685266188412329,0.570910353054992,-0.704899664327748,0.253527033851151,0.16934672673501,72.64,0
116137.0,2.08159123225019,-0.7740804142966959,-0.674990507653857,-0.32287072342550704,-0.8900047517261,-0.8014689650304051,-0.532596117966747,-0.28094403699947806,-0.35414228840353995,0.7994700653390359,-0.81481202326619,0.6853064255227819,1.5408188459643302,-0.326998428555587,0.0729970898975339,-1.48253804654136,-0.152970277150731,0.728147052541436,-0.9317076524373871,-0.48129764936880604,-0.32959685818823903,-0.31060272415728996,0.26872451644884104,0.0200922705615006,-0.359342799902679,0.5550341818379699,-0.0253850442498359,-0.0448682470968868,35.29,0
81976.0,-0.332970979164306,1.18838871834271,1.30824755978404,0.052383833424417006,0.0872717507781077,-0.966514631421943,0.7503021712258381,-0.108085289115045,-0.48849057636059,-0.528324629629926,-0.10974910090442401,0.250109244130206,0.7400327481096619,-0.553821838501343,0.8255992483890051,0.35441685565337205,-0.0287844572476405,-0.21441287933332898,-0.0929078515617525,0.14747989889372198,-0.258700136855137,-0.6387000992647719,-0.0292262659374562,0.346023941646521,-0.14005135551503198,0.0701814598179759,0.25067825233284197,0.0993063481507825,0.99,0
106007.0,-0.8306216172283628,1.22290394116704,1.8595936343949802,-0.318553883114217,0.272904333169856,0.08035682276541499,0.385613798582716,-0.16780645150056797,1.5028355642956999,-1.04579300995152,-0.30339489482631204,-2.3646083695108997,2.5359486053087203,1.16480595785342,0.558597707910732,-0.0638274552350648,0.0885543422457493,0.659771099616423,0.7995831036671809,0.00771483687176922,-0.24224252179395703,-0.528848697822188,-0.36003749710485206,-0.7406774874375859,0.36702566225188105,-0.700618213405309,-0.323105090342223,0.0646053063146397,2.12,0
141650.0,1.9648538194022802,0.306862091508597,-2.3473551504713703,1.1447321040688,1.4539769962571498,-0.14439961406813,0.8712675985131079,-0.20906549390045698,-0.308090608054943,0.253583926422714,-0.158278870205919,0.444810852329515,-0.257543278829018,0.9879354575140351,0.462034358669084,-1.81758120120977,0.6860199946250128,-1.93797925681537,-1.4537487790488899,-0.41093624515431004,0.392734839314129,1.46150712793167,-0.126487962443101,-0.9101531040211791,0.646693508531599,-0.101542163628694,0.000524415773454884,-0.0899037771443939,1.0,0
140296.0,1.8936117461158999,-0.470306087155443,-0.286007727784847,0.26758545430350894,-0.7454682984611429,-0.5366348269335109,-0.493625015972552,0.0157548814670029,0.750940591393426,0.15386587804143698,1.02092805962739,1.14703020864995,0.0552280480534647,0.147032311070797,-0.19400082186942,0.581123253877219,-0.714052141810835,-0.0401676885513444,0.20775409715938897,-0.116828481900233,-0.18521349215358,-0.535991657097462,0.413200556802061,0.0682197345026941,-0.700735280594246,0.203734620633225,-0.0487944351123181,-0.0471016385751476,40.0,0
127984.0,2.1334247621758102,-0.8437290459536558,-0.407632489249449,-0.901018673258814,-1.0749343978416601,-0.867639224750683,-0.839902132183982,-0.20418404990026298,-0.23507367860852302,0.737872382625975,-0.395210374919998,-0.00410180201605112,1.24258452699472,-0.467801922486539,0.7458730747844459,1.42476167830496,-0.10108289789267698,-1.52916378796313,0.368155826259156,0.0658481482860902,0.0465395692689793,0.0881152716944068,0.36040538494636404,-0.0899114813329186,-0.5129295385795,-0.476431735767029,0.0135415034295827,-0.0352192591024627,27.5,0
38225.0,1.13007895819445,0.0483589833399361,1.22969095327377,1.2114987057743702,-0.7536457251253299,0.0580383942646841,-0.620792127455415,0.18119043872214,0.4934113302392679,-0.0435342455516361,-0.236598622039874,0.275484081379409,0.168859202805229,-0.0298245184702884,1.65656656772453,0.39154724375243105,-0.433980227308739,-0.0924952118660382,-1.0729466130062901,-0.14696084565870998,0.14731405900563901,0.5018524861857739,0.0160956138624036,0.0768808541179427,0.270335856195005,-0.317203033367421,0.0803785454624753,0.0376912898167491,6.98,0
45410.0,-1.3364782680895801,0.295549119359324,0.7069120261809879,1.63179456564626,-1.3831286743332698,0.363186209660786,1.39588160256533,0.46666538300232596,-0.449462851556774,-0.605272491532368,-0.678108096191293,-0.282047021223229,-1.24640357350623,0.61659440465027,0.30405285138746196,-1.06595410600261,0.955386670849632,-0.468351969632437,0.5179493696191579,0.6965923527936759,0.21895969127400303,0.201163361286609,0.771610361975146,0.35043410940231,-0.00655287725550024,-0.24858649385401302,0.17680681471642398,0.16721146654486,356.98,0
153576.0,2.03252108385737,-1.12029797094897,0.237146025308653,-0.5812783387691041,-1.40165190205882,0.43192218450273706,-1.65556820950082,0.304057477303793,0.0828433653982562,0.964522925164635,0.7530234166387808,0.8162754352979399,0.85521559441284,-0.40648093002553,0.427533410039619,-0.4297304671647079,-0.794426187101229,2.12426143520509,-1.1085902819100402,-0.5129949474587521,-0.079929801705296,0.327222335632962,0.36957525090985605,0.713815226670703,-0.7213170713436191,0.562408691090725,0.0215598381339156,-0.032075405527681,9.86,0
119544.0,1.9772547684607802,-1.16879301751195,-0.803982832037085,-0.3860438882935429,-0.7584791343593392,0.231142023126577,-0.9128432809175551,0.134578253889579,-0.104614503653872,1.01276860371815,-0.47318027936623797,-0.10745375083243901,-0.532419526520311,0.16998576214646302,-0.159847550515808,-0.541415691733723,-0.857641822451203,1.89911858746368,-0.213165165386307,-0.468283103746728,-0.595158598033868,-1.40450347916352,0.30587364701637,-1.19452845985344,-0.645572425074219,-0.018861862824154,-0.0183019256516006,-0.0433256022838726,89.99,0
